iter	MAPE	RMSE	MAE
3887	0.04622374502	2345.596858	2050.958026
3888	0.04622137708	2345.309207	2050.800404
3889	0.04621382545	2344.982374	2050.601859
3890	0.04617186324	2342.638575	2048.730863
3891	0.04616973644	2342.313685	2048.533742
3892	0.046167057	2342.034443	2048.37555
3893	0.04616345592	2341.689519	2048.153469
3894	0.04615679488	2341.247991	2047.827515
3895	0.04615398165	2340.910987	2047.556667
3896	0.04611736153	2338.85556	2045.640815
3897	0.04608054305	2336.983745	2044.105706
3898	0.04606220648	2335.902441	2043.101452
3899	0.04605806266	2335.594939	2042.917927
3900	0.04605395997	2335.270385	2042.721671
3901	0.04604611799	2334.847359	2042.359916
3902	0.04604138249	2334.489653	2042.136072
3903	0.04603856642	2334.177306	2041.952888
3904	0.04603573294	2333.941667	2041.835287
3905	0.04603286381	2333.616541	2041.637763
3906	0.04602181913	2333.181523	2041.21684
3907	0.04601442607	2332.860327	2041.020933
3908	0.04600727823	2332.515941	2040.720434
3909	0.04600426881	2332.191835	2040.523201
3910	0.04599823553	2331.834257	2040.287623
3911	0.04599484633	2331.477759	2040.050341
3912	0.04598849781	2331.171335	2039.829656
3913	0.04598097007	2330.875383	2039.538162
3914	0.04594199149	2329.515775	2038.400382
3915	0.04593638709	2329.189779	2038.20267
3916	0.04593085898	2328.805353	2037.946014
3917	0.0459248572	2328.438485	2037.693129
3918	0.04590189782	2327.290585	2036.602768
3919	0.04589722637	2326.919072	2036.352839
3920	0.04589200311	2326.495051	2036.069323
3921	0.04582660158	2324.574767	2034.046075
3922	0.04582245409	2324.218754	2033.809284
3923	0.04581489206	2323.858149	2033.488974
3924	0.04580820739	2323.506443	2033.204538
3925	0.04578022346	2322.270043	2032.071291
3926	0.0457572972	2321.177129	2031.107784
3927	0.0457524941	2320.861191	2030.913078
3928	0.04574889394	2320.505564	2030.676617
3929	0.04574412802	2320.190477	2030.482155
3930	0.04573932879	2319.838717	2030.249076
3931	0.04573476903	2319.487362	2030.016149
3932	0.04573170656	2319.133486	2029.780345
3933	0.045723502	2318.64895	2029.383163
3934	0.04571736262	2318.295244	2029.154917
3935	0.04570898388	2317.944357	2028.922217
3936	0.04569373443	2317.237551	2028.219294
3937	0.04568852497	2316.903364	2027.90012
3938	0.04568540419	2316.58337	2027.70472
3939	0.04568200239	2316.230903	2027.469557
3940	0.04564458708	2314.243618	2025.497597
3941	0.04563414967	2313.635203	2024.827334
3942	0.04562672254	2313.23891	2024.420476
3943	0.0456236862	2312.789465	2024.078926
3944	0.04561708552	2312.438361	2023.851768
3945	0.0456049209	2311.859792	2023.238447
3946	0.0455962039	2311.547239	2023.045077
3947	0.04559047422	2311.226008	2022.849435
3948	0.04558727765	2310.80592	2022.533237
3949	0.0455773973	2310.224042	2021.982612
3950	0.04557214255	2309.871748	2021.749905
3951	0.04557753691	2309.454501	2021.554351
3952	0.04554844499	2308.142627	2020.372782
3953	0.04554320038	2307.776084	2020.068796
3954	0.04553072233	2307.399339	2019.732706
3955	0.04552744958	2306.938766	2019.376532
3956	0.04552402387	2306.634568	2019.183929
3957	0.04546966381	2305.278483	2017.765913
3958	0.04546468929	2304.961123	2017.573362
3959	0.04546678566	2304.539383	2017.371385
3960	0.04546352179	2304.235418	2017.154581
3961	0.04545626361	2303.872181	2016.858642
3962	0.04541421965	2302.117602	2015.174583
3963	0.04541038143	2301.770455	2014.944023
3964	0.04537350533	2300.709705	2014.058085
3965	0.0453132164	2297.890132	2011.387611
3966	0.04530951127	2297.481571	2011.075906
3967	0.04530403339	2297.14043	2010.821247
3968	0.04529942216	2296.794015	2010.591164
3969	0.04528527349	2296.051951	2010.043567
3970	0.04528130425	2295.744503	2009.851704
3971	0.04528781731	2295.352873	2009.647593
3972	0.04527971983	2294.894581	2009.262062
3973	0.04527858328	2294.589341	2009.079106
3974	0.04527383017	2294.205069	2008.809317
3975	0.04526797692	2293.856474	2008.584082
3976	0.04526301108	2293.408608	2008.235902
3977	0.04525888681	2293.074172	2007.982986
3978	0.045252917	2292.745509	2007.782398
3979	0.04520368737	2290.353102	2005.450782
3980	0.04520053171	2289.995757	2005.235422
3981	0.04512919713	2288.516956	2003.705216
3982	0.04512331001	2288.168263	2003.474768
3983	0.04511908032	2287.860556	2003.283874
3984	0.04511069383	2287.477456	2002.873624
3985	0.04507545041	2285.810245	2001.434185
3986	0.04507343759	2285.493869	2001.240206
3987	0.04507117587	2285.18035	2001.047944
3988	0.04500737473	2283.5833	1999.583129
3989	0.04498795509	2282.807623	1998.807013
3990	0.0449826531	2282.362539	1998.460002
3991	0.04497933629	2282.050718	1998.269315
3992	0.04497462142	2281.707853	1998.041151
3993	0.04496822322	2281.349176	1997.74488
3994	0.04495342894	2280.616654	1997.034934
3995	0.044949804	2280.359303	1996.860081
3996	0.04492735115	2279.448082	1995.92821
3997	0.04492491759	2279.174814	1995.77641
3998	0.04491980887	2278.859771	1995.581657
3999	0.04491440423	2278.383211	1995.235222
4000	0.04490999625	2277.975687	1994.930802
4001	0.04490556411	2277.671509	1994.740759
4002	0.04488452948	2276.626995	1993.884845
4003	0.04488086265	2276.318476	1993.695363
4004	0.04487517583	2275.965298	1993.40333
4005	0.04484302732	2274.323796	1992.003847
4006	0.0448374329	2274.010026	1991.811873
4007	0.04482971846	2273.56147	1991.404176
4008	0.04482689574	2273.255759	1991.210841
4009	0.04482578386	2272.989824	1991.095668
4010	0.04482196943	2272.662273	1990.882419
4011	0.04477497392	2270.520075	1988.905968
4012	0.04476911498	2270.175748	1988.680011
4013	0.04476641985	2269.90801	1988.524452
4014	0.04476226118	2269.568762	1988.298223
4015	0.04471256464	2267.401502	1986.306977
4016	0.04467461815	2264.979042	1984.473866
4017	0.04466716818	2264.608607	1984.172534
4018	0.04466266837	2264.208678	1983.885994
4019	0.04465417567	2263.792728	1983.48139
4020	0.04463910757	2263.027751	1982.816547
4021	0.04463703074	2262.735618	1982.664299
4022	0.0446295618	2262.396867	1982.438488
4023	0.04458988702	2260.877092	1980.974061
4024	0.04458457569	2260.534366	1980.749047
4025	0.044544973	2258.650549	1978.877234
4026	0.04454288397	2258.337924	1978.672819
4027	0.04453781059	2257.937938	1978.389872
4028	0.0445283551	2257.495392	1977.945842
4029	0.04452450269	2257.153559	1977.721321
4030	0.04451269987	2256.749783	1977.461005
4031	0.04449094525	2255.57716	1976.217126
4032	0.04448739255	2255.252993	1976.005968
4033	0.04448527104	2254.963027	1975.852886
4034	0.04448298014	2254.624557	1975.62558
4035	0.04447872629	2254.288159	1975.400982
4036	0.04447399942	2253.885404	1975.115491
4037	0.04446213029	2253.498334	1974.836921
4038	0.04442135119	2251.409907	1973.078957
4039	0.04441864152	2251.048199	1972.900039
4040	0.04440452636	2250.352751	1972.285709
4041	0.04439941598	2250.012831	1972.062118
4042	0.0443917022	2249.583992	1971.750275
4043	0.0443663375	2248.529843	1970.805429
4044	0.04436198812	2248.194035	1970.581267
4045	0.04435765032	2247.85856	1970.357234
4046	0.04435264364	2247.497546	1970.112871
4047	0.0443457993	2247.034967	1969.729216
4048	0.0443419607	2246.610688	1969.374813
4049	0.04433839459	2246.273495	1969.146325
4050	0.04433403445	2245.937009	1968.918123
4051	0.04432557264	2245.491542	1968.466955
4052	0.04431806972	2245.06927	1968.137558
4053	0.04431331965	2244.735148	1967.914224
4054	0.0443100685	2244.399294	1967.686378
4055	0.04430134877	2243.962082	1967.286813
4056	0.04429609201	2243.604926	1966.965684
4057	0.04428959199	2243.253874	1966.797867
4058	0.04428606553	2242.933384	1966.588436
4059	0.04422207217	2239.877429	1963.868645
4060	0.04421594613	2239.442082	1963.537969
4061	0.04419907685	2238.747374	1962.83198
4062	0.04416292082	2236.623005	1960.896231
4063	0.04415911516	2236.288979	1960.673351
4064	0.04411810036	2234.733433	1959.314945
4065	0.04411455851	2234.398163	1959.087804
4066	0.04410831841	2234.050658	1958.804833
4067	0.04406694908	2232.47801	1957.190416
4068	0.04403393333	2230.658417	1955.62863
4069	0.04403152743	2230.354457	1955.441744
4070	0.04402750759	2230.061259	1955.266835
4071	0.04402110824	2229.739228	1955.056811
4072	0.0440147401	2229.304065	1954.717251
4073	0.04400844332	2228.826348	1954.229898
4074	0.04400377077	2228.504578	1954.017644
4075	0.04399922089	2228.120185	1953.808526
4076	0.04399529179	2227.786549	1953.584152
4077	0.04398906126	2227.407098	1953.215944
4078	0.04396887184	2226.341395	1952.251953
4079	0.04396690041	2226.052301	1952.103385
4080	0.04396237758	2225.675028	1951.837539
4081	0.04394949516	2225.242704	1951.34038
4082	0.0439198565	2223.752581	1949.906132
4083	0.04391107529	2223.434552	1949.697395
4084	0.04390173782	2222.890612	1949.172917
4085	0.04387502608	2221.120712	1947.685784
4086	0.04387122787	2220.802762	1947.50137
4087	0.04386587941	2220.468322	1947.27906
4088	0.0438588391	2220.123262	1947.042463
4089	0.04385544827	2219.793133	1946.821606
4090	0.04384934308	2219.465054	1946.606712
4091	0.04384598218	2219.135733	1946.38614
4092	0.04383852232	2218.666109	1946.016008
4093	0.04383988998	2218.278426	1945.829719
4094	0.04383423405	2217.94929	1945.609269
4095	0.04382676181	2217.526232	1945.298113
4096	0.04382231724	2217.193828	1945.0766
4097	0.04380948761	2216.408729	1944.396355
4098	0.04380645476	2216.095699	1944.190495
4099	0.0438024237	2215.779796	1943.982662
4100	0.04379131454	2215.377325	1943.530836
4101	0.04374151142	2213.269621	1941.52875
4102	0.04373559377	2212.937339	1941.307466
4103	0.04369804501	2210.988279	1939.287698
4104	0.04369480463	2210.634116	1939.037274
4105	0.04369065259	2210.284537	1938.796558
4106	0.04368313124	2209.956328	1938.576786
4107	0.04368885498	2209.637598	1938.466146
4108	0.04368512016	2209.307172	1938.243724
4109	0.04365178754	2207.601846	1936.732843
4110	0.04364340226	2207.137147	1936.347226
4111	0.04361406796	2205.484251	1934.811911
4112	0.0436107915	2205.192148	1934.628674
4113	0.04360557843	2204.805791	1934.35239
4114	0.04357802296	2203.817893	1933.375218
4115	0.04355775829	2203.201736	1932.683748
4116	0.04355232082	2202.870174	1932.463246
4117	0.04353743776	2202.224985	1931.874835
4118	0.04353258646	2201.831798	1931.572406
4119	0.04353024304	2201.518064	1931.389779
4120	0.04352721617	2201.208338	1931.185973
4121	0.04353137767	2200.826256	1931.004259
4122	0.04352734341	2200.443956	1930.728702
4123	0.043518522	2200.006444	1930.398265
4124	0.04347243134	2197.694071	1928.169728
4125	0.04346992713	2197.318182	1927.912882
4126	0.04343934723	2196.214306	1926.867242
4127	0.04343028618	2195.832873	1926.496813
4128	0.04342565151	2195.516376	1926.312444
4129	0.04342168201	2195.218918	1926.130437
4130	0.04341635016	2194.831415	1925.82238
4131	0.04338492311	2193.796457	1924.826278
4132	0.04337575428	2193.467316	1924.607031
4133	0.04336974475	2193.043464	1924.274873
4134	0.04334204706	2192.125776	1923.346944
4135	0.04332161595	2191.164074	1922.401717
4136	0.04331670037	2190.877186	1922.25081
4137	0.0433029705	2190.492445	1921.946451
4138	0.04329602678	2190.088214	1921.529399
4139	0.04329204831	2189.762639	1921.311512
4140	0.04324154994	2187.853102	1919.39266
4141	0.04323766122	2187.537937	1919.208914
4142	0.04322204161	2186.993444	1918.481632
4143	0.04321924133	2186.680013	1918.298376
4144	0.0432147847	2186.354962	1918.080851
4145	0.04321169303	2186.077868	1917.934953
4146	0.04318501593	2184.9914	1916.944243
4147	0.0431802952	2184.699413	1916.760704
4148	0.0431783612	2184.456442	1916.631026
4149	0.04317490584	2184.130153	1916.411249
4150	0.04317148559	2183.876524	1916.265571
4151	0.04316807859	2183.583472	1916.084913
4152	0.04316479984	2183.289745	1915.940428
4153	0.04315929214	2183.003091	1915.759613
4154	0.04315504558	2182.713591	1915.579139
4155	0.04315034819	2182.447539	1915.374113
4156	0.04311718306	2181.275605	1914.301675
4157	0.04304860046	2178.984947	1912.332148
4158	0.04304563149	2178.677985	1912.151931
4159	0.04301285062	2176.758928	1910.617173
4160	0.04296839724	2174.784219	1908.75652
4161	0.04296414871	2174.406378	1908.467948
4162	0.04295935819	2174.081377	1908.250998
4163	0.04295864196	2173.806935	1908.103871
4164	0.04295337582	2173.482913	1907.887282
4165	0.04290289079	2171.448486	1905.835806
4166	0.04290892854	2171.123066	1905.706944
4167	0.04291232125	2170.701432	1905.47769
4168	0.04290550742	2170.320826	1905.147338
4169	0.04288365673	2169.438035	1904.227787
4170	0.04288077708	2169.126495	1904.012316
4171	0.04287806503	2168.805775	1903.797074
4172	0.04287073057	2168.471548	1903.566655
4173	0.04286361234	2168.140918	1903.290269
4174	0.0428597563	2167.835549	1903.088329
4175	0.04285600949	2167.516394	1902.873659
4176	0.04285336624	2167.215396	1902.674144
4177	0.04283768379	2166.629697	1902.017176
4178	0.04282754846	2166.254916	1901.644271
4179	0.04281856111	2165.85473	1901.224337
4180	0.04281480395	2165.55415	1901.024966
4181	0.04276509883	2163.141423	1898.564767
4182	0.04274180125	2161.915517	1897.527672
4183	0.04273566014	2161.587302	1897.197253
4184	0.04273195206	2161.304477	1897.029878
4185	0.04272760065	2160.946032	1896.774043
4186	0.04272280693	2160.624121	1896.55877
4187	0.04272520103	2160.242826	1896.321847
4188	0.04272148121	2159.924663	1896.107866
4189	0.04271999938	2159.620128	1895.927812
4190	0.04267703008	2158.442409	1894.947417
4191	0.04267113891	2158.100107	1894.638715
4192	0.04263028486	2156.081277	1892.859933
4193	0.04262505372	2155.7607	1892.64535
4194	0.0426214523	2155.472548	1892.467395
4195	0.04261404922	2155.026402	1892.090144
4196	0.04260688185	2154.695524	1891.86164
4197	0.04260494594	2154.413036	1891.698925
4198	0.04259321325	2153.783649	1891.197479
4199	0.04258580513	2153.442742	1890.940282
4200	0.04255150317	2151.860746	1889.443067
4201	0.04254509653	2151.533713	1889.172378
4202	0.04252780037	2150.604765	1888.43501
4203	0.04251853287	2150.165324	1888.069415
4204	0.04247911571	2148.817391	1886.591196
4205	0.04247265456	2148.490271	1886.372861
4206	0.04246904641	2148.190412	1886.195685
4207	0.04246671846	2147.921201	1886.032868
4208	0.04246494933	2147.658688	1885.870859
4209	0.04246916302	2147.313228	1885.727379
4210	0.04244330955	2146.591034	1885.168997
4211	0.04240316736	2144.972464	1883.687421
4212	0.04240240776	2144.708281	1883.545062
4213	0.0423916512	2144.256951	1883.035124
4214	0.04230983888	2142.288366	1881.14481
4215	0.04227782377	2141.146483	1880.036904
4216	0.04227138986	2140.814576	1879.768706
4217	0.04225723842	2140.074019	1879.110636
4218	0.04222509444	2137.947953	1877.096147
4219	0.04221787253	2137.584212	1876.750263
4220	0.04221406631	2137.268455	1876.538174
4221	0.0422099804	2136.868563	1876.221669
4222	0.04220543548	2136.551816	1876.009282
4223	0.04220073857	2136.252117	1875.831447
4224	0.0421985084	2135.968688	1875.654935
4225	0.04219496443	2135.688966	1875.479029
4226	0.04219145033	2135.405074	1875.30324
4227	0.04218703858	2135.012124	1874.978473
4228	0.04218243904	2134.699568	1874.767586
4229	0.04217869965	2134.387345	1874.556828
4230	0.04216152905	2133.475536	1873.823412
4231	0.0421587678	2133.09843	1873.553153
4232	0.0421537832	2132.779181	1873.285326
4233	0.04215036486	2132.445967	1873.106973
4234	0.04208653229	2129.116808	1869.996627
4235	0.04208091763	2128.673228	1869.632342
4236	0.04206161282	2127.866849	1868.81621
4237	0.04201834866	2126.095451	1867.153316
4238	0.0419805312	2124.073792	1865.282606
4239	0.04194024174	2122.592082	1863.866983
4240	0.04191100026	2121.317466	1862.600584
4241	0.04187059729	2119.298391	1860.476466
4242	0.04186614519	2118.889798	1860.14629
4243	0.04186061115	2118.539414	1859.885302
4244	0.04185825946	2118.239165	1859.705728
4245	0.0418562591	2117.973943	1859.546746
4246	0.04185402062	2117.71285	1859.406012
4247	0.04185074269	2117.435504	1859.230191
4248	0.04184691959	2117.122338	1859.021469
4249	0.04183575784	2116.52118	1858.507361
4250	0.04179979526	2114.321007	1856.536357
4251	0.04178367252	2113.992377	1856.308448
4252	0.04173753974	2111.499087	1854.125589
4253	0.0417343209	2111.183299	1853.885271
4254	0.04171938712	2110.295506	1853.115869
4255	0.04167880526	2108.49915	1851.146675
4256	0.04167532959	2108.188759	1850.937498
4257	0.04166055765	2107.843263	1850.708215
4258	0.04165656617	2107.568478	1850.533588
4259	0.04164965505	2107.176534	1850.123897
4260	0.04164745258	2106.93136	1849.986623
4261	0.04163802403	2106.448916	1849.522084
4262	0.04163210556	2106.125871	1849.301728
4263	0.04162987172	2105.834249	1849.10544
4264	0.04162533003	2105.523757	1848.898275
4265	0.04161956469	2105.156483	1848.574941
4266	0.04158908824	2103.900728	1847.249012
4267	0.04158653248	2103.607732	1847.074152
4268	0.0415466669	2101.347067	1845.095308
4269	0.04154171938	2101.067013	1844.914949
4270	0.04153211735	2100.619389	1844.411347
4271	0.04153611166	2100.292998	1844.274016
4272	0.04149085817	2098.220015	1842.329237
4273	0.04148001784	2097.782531	1841.785036
4274	0.04146773809	2097.167905	1841.27079
4275	0.04146336747	2096.857013	1841.063931
4276	0.04145724296	2096.500108	1840.740005
4277	0.04145140397	2096.160165	1840.495533
4278	0.04144521272	2095.851165	1840.224876
4279	0.04141551661	2094.582141	1839.038591
4280	0.04141389757	2094.302365	1838.864554
4281	0.04137784227	2092.80084	1837.396486
4282	0.04137247663	2092.536716	1837.162764
4283	0.04136542626	2092.152397	1836.909222
4284	0.04136351529	2091.844156	1836.700106
4285	0.04135974256	2091.521016	1836.475956
4286	0.04136359774	2091.166223	1836.304604
4287	0.04134440165	2090.420237	1835.501745
4288	0.04131115006	2089.385445	1834.514472
4289	0.04126772341	2087.572361	1832.779543
4290	0.04126023761	2087.101135	1832.295152
4291	0.04121667506	2085.076305	1830.252781
4292	0.04118273151	2083.92188	1829.225609
4293	0.04113368645	2082.403278	1827.931118
4294	0.04113088561	2082.093846	1827.717864
4295	0.04110778778	2081.285373	1826.847505
4296	0.04110361974	2080.977146	1826.643828
4297	0.04108392698	2080.166874	1825.807861
4298	0.04108092738	2079.8771	1825.63067
4299	0.04107583599	2079.549589	1825.334807
4300	0.04102242982	2076.697881	1822.812624
4301	0.04101946641	2076.416271	1822.638039
4302	0.04100301937	2075.538713	1821.935149
4303	0.04099853478	2075.197207	1821.666679
4304	0.04099601606	2074.924427	1821.509886
4305	0.04099259332	2074.620381	1821.304022
4306	0.04098897023	2074.314701	1821.090421
4307	0.04098745443	2074.059516	1820.933617
4308	0.04098488974	2073.804273	1820.735753
4309	0.04095511585	2072.584514	1819.567753
4310	0.04094940991	2072.329983	1819.411436
4311	0.04094467325	2072.024573	1819.210893
4312	0.04091011845	2070.561515	1817.8918
4313	0.04090840808	2070.307879	1817.753937
4314	0.04088408935	2069.194964	1816.66115
4315	0.04086717183	2068.531926	1815.957846
4316	0.04086313446	2068.269746	1815.807811
4317	0.04085923892	2067.965428	1815.609227
4318	0.04085629434	2067.697704	1815.436867
4319	0.04084864331	2067.410352	1815.24971
4320	0.04084393777	2067.105505	1814.991186
4321	0.04083922718	2066.75074	1814.765435
4322	0.04081706313	2065.381526	1813.472974
4323	0.04081322116	2065.08112	1813.268831
4324	0.04080465219	2064.714307	1813.010084
4325	0.04080002884	2064.414597	1812.806195
4326	0.04077005579	2062.72487	1811.211164
4327	0.04076655145	2062.425261	1811.007775
4328	0.04076265219	2062.139845	1810.821623
4329	0.04075823296	2061.886591	1810.616292
4330	0.04075514695	2061.606154	1810.446885
4331	0.04075043551	2061.313535	1810.262139
4332	0.04075440707	2060.964656	1810.094496
4333	0.040750336	2060.666173	1809.891148
4334	0.04074157114	2060.174215	1809.393983
4335	0.04073464652	2059.894679	1809.225058
4336	0.04073087855	2059.628108	1809.059243
4337	0.04072240625	2059.163889	1808.614086
4338	0.04071823963	2058.804471	1808.358699
4339	0.0407145962	2058.50677	1808.155801
4340	0.04071233143	2058.265894	1808.01281
4341	0.040707183	2057.896813	1807.717036
4342	0.04070253316	2057.588549	1807.513144
4343	0.04070626535	2057.239072	1807.350937
4344	0.04070061391	2056.772097	1806.974904
4345	0.04067101412	2055.625603	1805.870768
4346	0.04064770095	2054.58525	1804.872461
4347	0.04064140776	2054.274558	1804.664914
4348	0.0405949381	2052.611219	1803.254761
4349	0.04059216087	2052.332592	1803.085934
4350	0.04056327679	2050.683924	1801.57887
4351	0.0405586465	2050.383812	1801.380664
4352	0.04055515698	2050.086921	1801.178179
4353	0.04055014704	2049.715587	1800.885886
4354	0.04054594582	2049.415613	1800.630771
4355	0.04054298997	2049.092607	1800.40721
4356	0.04053350758	2048.717473	1799.970873
4357	0.04048155052	2046.957471	1798.098387
4358	0.04047776077	2046.674851	1797.913284
4359	0.04047161933	2046.282975	1797.499805
4360	0.04046817957	2045.986631	1797.298296
4361	0.04047294859	2045.673774	1797.156858
4362	0.04047011776	2045.40594	1796.992211
4363	0.04046825874	2045.108799	1796.785217
4364	0.04046344659	2044.758273	1796.533486
4365	0.04042497868	2043.305344	1795.298943
4366	0.04042042496	2042.97639	1795.09487
4367	0.04041596741	2042.69094	1794.92899
4368	0.0403883002	2041.47205	1793.769973
4369	0.0403422921	2039.839685	1792.198876
4370	0.04028702389	2036.958053	1789.406701
4371	0.04028345227	2036.691998	1789.241984
4372	0.04027838095	2036.383566	1789.012538
4373	0.04027420592	2036.118626	1788.848081
4374	0.04027088668	2035.86473	1788.69656
4375	0.04024552329	2034.978687	1787.722809
4376	0.04022821209	2034.075909	1786.999371
4377	0.04022636859	2033.748581	1786.751812
4378	0.04019429538	2032.068306	1785.046959
4379	0.04018668588	2031.434929	1784.677495
4380	0.04017468572	2030.994152	1784.123368
4381	0.04016384974	2030.406049	1783.599822
4382	0.04015969707	2030.108213	1783.402272
4383	0.04015860172	2029.883669	1783.28375
4384	0.04012500506	2028.002568	1781.742006
4385	0.04012178918	2027.735915	1781.575959
4386	0.04011813941	2027.458417	1781.413025
4387	0.04011495322	2027.165081	1781.21336
4388	0.04011183438	2026.886014	1781.023988
4389	0.04008703756	2025.548867	1779.785481
4390	0.04008659699	2025.321376	1779.665281
4391	0.04009086634	2024.981935	1779.500735
4392	0.04008830297	2024.743271	1779.370386
4393	0.04008487368	2024.451162	1779.171442
4394	0.04008071932	2024.148707	1778.897789
4395	0.04007656295	2023.81606	1778.64072
4396	0.0400597752	2023.137176	1777.9899
4397	0.04005550848	2022.842922	1777.793829
4398	0.0400525975	2022.466489	1777.521287
4399	0.04005298802	2022.12855	1777.350855
4400	0.04003736005	2021.224295	1776.540014
4401	0.04003364611	2020.960387	1776.377545
4402	0.0400300237	2020.669742	1776.179237
4403	0.04002684586	2020.354615	1775.943758
4404	0.04002296092	2019.997814	1775.652076
4405	0.04001789249	2019.666446	1775.410139
4406	0.03996690722	2017.697649	1773.343648
4407	0.03994257894	2016.346815	1772.119739
4408	0.03993905403	2015.962231	1771.816461
4409	0.03994272895	2015.627298	1771.652896
4410	0.03991976729	2014.639812	1770.735985
4411	0.03988310532	2013.296029	1769.529679
4412	0.03987693791	2013.003434	1769.325983
4413	0.03987489185	2012.68643	1769.103705
4414	0.03986934216	2012.287537	1768.694101
4415	0.03982903893	2009.504144	1766.236176
4416	0.03982344766	2009.082766	1765.882665
4417	0.0398147683	2008.789595	1765.687813
4418	0.03981745966	2008.403326	1765.476455
4419	0.03978378898	2007.051772	1764.100476
4420	0.03977826657	2006.751244	1763.90485
4421	0.03977209202	2006.43223	1763.61812
4422	0.03976917497	2006.172543	1763.453301
4423	0.03976454663	2005.83298	1763.208152
4424	0.03975835619	2005.525019	1762.916391
4425	0.03975189486	2005.186593	1762.631507
4426	0.03975627165	2004.87505	1762.484321
4427	0.03974934935	2004.523133	1762.195968
4428	0.03974402329	2004.196467	1761.863294
4429	0.03973625122	2003.821159	1761.43915
4430	0.03973484337	2003.579258	1761.287328
4431	0.03970462728	2002.705473	1760.57797
4432	0.0397019035	2002.426944	1760.388802
4433	0.03969665462	2002.136237	1760.195055
4434	0.03969298252	2001.872379	1760.033265
4435	0.03968748439	2001.544537	1759.793752
4436	0.0396828679	2001.266248	1759.612928
4437	0.03964436817	1999.096163	1757.381061
4438	0.03963807569	1998.795922	1757.177016
4439	0.03960754111	1997.11551	1755.711503
4440	0.03960460521	1996.827428	1755.515237
4441	0.03955856483	1994.572127	1753.406906
4442	0.03955432451	1994.245729	1753.139055
4443	0.03954400035	1993.547391	1752.567235
4444	0.03953493517	1993.166825	1752.092615
4445	0.03953287231	1992.91991	1751.945194
4446	0.03952793054	1992.593486	1751.706741
4447	0.03948808449	1990.995022	1749.990178
4448	0.03948341857	1990.705278	1749.797118
4449	0.03944803226	1989.114597	1748.307771
4450	0.03944312883	1988.836593	1748.075732
4451	0.03943929457	1988.559849	1747.914484
4452	0.03943512545	1988.271303	1747.707034
4453	0.03940165694	1986.857054	1746.261441
4454	0.03939533874	1986.49225	1745.874619
4455	0.03939249225	1986.256032	1745.746761
4456	0.03938884544	1986.000267	1745.587074
4457	0.0393871829	1985.759822	1745.450536
4458	0.03938033654	1985.303955	1745.079354
4459	0.03934813801	1984.319402	1744.111291
4460	0.03930100092	1981.995849	1742.121513
4461	0.03929852602	1981.73662	1741.962141
4462	0.03929565121	1981.477939	1741.749776
4463	0.03929244896	1981.193722	1741.555537
4464	0.03928659857	1980.882212	1741.330752
4465	0.03927942296	1980.555706	1740.966768
4466	0.03925558022	1979.640464	1740.035281
4467	0.03925342917	1979.422729	1739.905677
4468	0.03925085705	1979.159048	1739.726832
4469	0.03921977205	1977.50451	1738.330543
4470	0.03917133188	1975.139858	1736.311527
4471	0.03916718282	1974.852786	1736.119914
4472	0.03916371627	1974.576654	1735.931101
4473	0.03916066919	1974.327878	1735.770193
4474	0.03913020575	1972.5864	1734.191493
4475	0.03908953936	1971.10983	1732.845708
4476	0.03908617862	1970.855984	1732.687036
4477	0.03908534333	1970.619578	1732.557421
4478	0.0390905734	1970.322728	1732.428879
4479	0.03908419397	1969.951928	1732.14493
4480	0.03908253282	1969.743931	1732.031371
4481	0.03906520815	1968.983846	1731.252322
4482	0.03902513468	1967.076919	1729.44038
4483	0.03902144745	1966.791755	1729.249762
4484	0.0389969199	1965.81793	1728.242635
4485	0.0389788967	1965.093289	1727.532135
4486	0.03897385426	1964.701359	1727.22701
4487	0.03897233947	1964.446744	1727.065229
4488	0.03895180402	1963.580147	1726.355159
4489	0.03894939281	1963.324726	1726.198454
4490	0.03893691254	1962.727293	1725.588916
4491	0.03893255266	1962.445518	1725.396046
4492	0.0389362393	1962.103078	1725.199363
4493	0.03893205331	1961.837625	1725.02243
4494	0.03892904894	1961.606568	1724.880528
4495	0.03892507842	1961.323655	1724.692356
4496	0.03892092431	1961.063137	1724.467669
4497	0.03891403232	1960.737802	1724.074139
4498	0.03890934697	1960.507724	1723.922553
4499	0.03887007714	1958.233266	1721.64811
4500	0.03887319304	1957.912559	1721.489425
4501	0.0388688632	1957.604998	1721.286991
4502	0.0388651583	1957.277618	1721.073287
4503	0.03886185051	1957.016191	1720.900072
4504	0.0388545769	1956.777969	1720.755107
4505	0.0388515557	1956.529738	1720.593621
4506	0.03884417017	1956.210951	1720.252078
4507	0.03883977364	1955.928749	1720.018931
4508	0.03879751476	1954.672088	1718.75284
4509	0.03876506704	1952.87601	1717.270866
4510	0.0387604019	1952.562322	1717.038237
4511	0.03873498742	1951.074917	1715.689515
4512	0.03872940426	1950.794637	1715.438461
4513	0.03872658897	1950.508487	1715.192621
4514	0.03872303949	1950.209762	1714.966217
4515	0.03871865997	1949.930253	1714.727586
4516	0.03871601203	1949.687671	1714.569379
4517	0.03871356098	1949.428445	1714.387014
4518	0.03870632848	1948.995937	1713.9173
4519	0.03870374153	1948.739664	1713.742135
4520	0.03865870875	1946.97718	1712.023771
4521	0.03865416251	1946.69877	1711.786262
