iter	MAPE	RMSE	MAE
1316	0.1190658211	6373.75776	5281.501799
1317	0.1190471962	6372.282337	5280.711882
1318	0.1189961503	6368.598771	5277.604725
1319	0.1189746257	6367.196936	5276.838174
1320	0.1189561365	6365.822909	5276.073688
1321	0.1189314422	6364.33416	5275.273671
1322	0.1189152424	6362.986379	5274.516592
1323	0.1189037779	6361.620057	5273.847595
1324	0.1188816542	6360.282234	5273.093503
1325	0.1188659688	6358.949987	5272.341177
1326	0.1185714005	6350.887024	5264.969848
1327	0.1184639959	6345.839051	5260.456596
1328	0.1184435431	6344.368784	5259.566148
1329	0.1184273902	6342.926329	5258.687327
1330	0.1183378748	6334.854541	5251.71322
1331	0.1183176705	6333.365621	5250.915064
1332	0.1181841308	6330.349092	5247.353123
1333	0.118167366	6328.922075	5246.379744
1334	0.1180615862	6321.509348	5239.353037
1335	0.1180410915	6320.015843	5238.453372
1336	0.1179346349	6315.457109	5233.763455
1337	0.1178513369	6311.349583	5230.151882
1338	0.1178309031	6310.018808	5229.406241
1339	0.1177613736	6305.701839	5225.632111
1340	0.1177381226	6304.248908	5224.852394
1341	0.1177225421	6302.829859	5223.98503
1342	0.1176942554	6300.042471	5221.852865
1343	0.1175883226	6291.658951	5213.99584
1344	0.1175642637	6290.294673	5213.236239
1345	0.1175659376	6288.976904	5212.592561
1346	0.1175275411	6286.876792	5211.033634
1347	0.117400362	6280.815119	5205.830172
1348	0.117191413	6272.942387	5199.721746
1349	0.117159152	6270.867651	5198.183996
1350	0.1171373779	6269.115818	5197.03832
1351	0.1169935117	6264.296823	5192.319628
1352	0.1169739481	6262.984816	5191.577739
1353	0.1169590151	6261.786424	5190.917247
1354	0.1169139018	6259.452309	5189.206073
1355	0.1168078495	6250.315077	5181.333933
1356	0.1166878798	6243.855013	5175.389903
1357	0.1166685055	6242.553847	5174.65199
1358	0.1165670544	6240.023129	5172.414821
1359	0.116443891	6231.467675	5164.433836
1360	0.1164211185	6230.041484	5163.463611
1361	0.1164074019	6228.769836	5162.742167
1362	0.1163414343	6225.539466	5159.273089
1363	0.1162915268	6221.981851	5156.264903
1364	0.1162732789	6220.698106	5155.436542
1365	0.1161305841	6211.959707	5147.455288
1366	0.1161051064	6210.677126	5146.730676
1367	0.1160831719	6209.33623	5146.086956
1368	0.1160282316	6206.44597	5143.790073
1369	0.1158769095	6201.231555	5138.481091
1370	0.11583617	6199.321267	5137.264316
1371	0.1157613953	6196.271224	5133.947181
1372	0.1156608919	6189.245291	5127.941893
1373	0.1154774595	6180.855602	5120.292935
1374	0.1154574362	6178.925524	5119.044094
1375	0.1152021886	6169.459535	5110.64863
1376	0.1151853725	6168.160955	5110.014602
1377	0.1148814674	6159.88852	5102.257601
1378	0.1148140496	6154.730778	5098.471147
1379	0.1147453496	6151.273461	5095.100959
1380	0.1146912609	6148.815909	5093.223927
1381	0.1146642375	6147.420819	5092.380287
1382	0.1146445544	6145.519039	5091.141864
1383	0.1146245506	6144.188658	5090.50886
1384	0.1146187456	6142.917452	5089.799143
1385	0.1145069891	6135.653586	5083.390646
1386	0.1142655882	6128.148167	5076.707415
1387	0.1141989451	6124.437978	5073.433518
1388	0.1141281639	6120.287555	5069.327897
1389	0.1141212978	6119.103103	5068.824907
1390	0.1141083102	6117.248862	5067.605425
1391	0.1140952459	6115.929899	5066.971779
1392	0.1140792359	6114.57968	5066.142059
1393	0.1140649278	6113.299576	5065.415558
1394	0.1138882578	6104.694499	5056.683517
1395	0.1138658569	6103.544361	5056.10935
1396	0.1138484328	6102.226117	5055.469539
1397	0.1137316718	6095.016393	5050.145048
1398	0.1137160109	6093.617981	5049.391455
1399	0.1137138716	6092.336363	5048.768106
1400	0.113698295	6091.068424	5048.145286
1401	0.1135612463	6088.061434	5044.288864
1402	0.1135459626	6086.67254	5043.538212
1403	0.113422577	6079.682355	5037.47834
1404	0.1132141173	6074.207451	5032.501815
1405	0.1132000689	6072.8386	5031.757517
1406	0.1131703382	6070.846484	5030.272927
1407	0.1131385757	6068.939393	5028.955625
1408	0.113018678	6061.554793	5022.623693
1409	0.112958187	6056.964349	5018.959859
1410	0.1129352383	6055.187384	5017.82137
1411	0.1129153623	6053.922762	5017.201759
1412	0.1128470806	6050.822625	5014.346297
1413	0.1128147269	6049.063234	5013.213522
1414	0.1127043805	6043.815066	5009.285068
1415	0.112691812	6042.552848	5008.666425
1416	0.1126067914	6036.203345	5003.64164
1417	0.1125909189	6034.82415	5002.896897
1418	0.1125870878	6033.558282	5002.280922
1419	0.1125103174	6029.782668	4998.740377
1420	0.1124935467	6028.412063	4997.99835
1421	0.1122465225	6021.067138	4991.350762
1422	0.112164201	6019.030132	4989.451595
1423	0.1121342094	6017.215631	4988.123597
1424	0.1120177396	6009.273487	4980.906626
1425	0.1120071546	6008.043278	4980.294908
1426	0.1119731342	6005.983719	4978.573507
1427	0.1118732664	5999.17458	4973.494818
1428	0.1118246372	5997.882833	4972.648412
1429	0.1117607637	5995.675621	4970.536775
1430	0.1117440644	5994.468359	4969.855662
1431	0.1116588478	5991.440805	4966.624428
1432	0.1116405149	5990.115988	4965.819407
1433	0.1116266243	5988.874268	4965.117957
1434	0.1115606712	5985.188047	4961.76125
1435	0.1115448773	5984.051195	4961.225963
1436	0.111540559	5982.320453	4960.27538
1437	0.1114559713	5979.594036	4956.943713
1438	0.1114375713	5978.279431	4956.141979
1439	0.1111984667	5971.407402	4950.016905
1440	0.1111199103	5964.584786	4944.811119
1441	0.1110226533	5959.379895	4940.518665
1442	0.1110105882	5958.046104	4939.788882
1443	0.1108835561	5950.97024	4933.466523
1444	0.1108693885	5949.738078	4932.769549
1445	0.1107271933	5940.77836	4925.085477
1446	0.1107130158	5939.43129	4924.359625
1447	0.1106858205	5937.71529	4923.247554
1448	0.1106711888	5936.375528	4922.523851
1449	0.1106511468	5935.124315	4921.854233
1450	0.1106398033	5933.809544	4921.131087
1451	0.1106180694	5932.478305	4920.409856
1452	0.1105842459	5930.497004	4918.790921
1453	0.1105793888	5928.810752	4917.856631
1454	0.1105620251	5927.483121	4917.044957
1455	0.1104824516	5924.639962	4913.688687
1456	0.1104705908	5923.430142	4913.089138
1457	0.1103903868	5920.562538	4910.658623
1458	0.1103080595	5913.642177	4905.943205
1459	0.110188108	5907.782745	4900.430188
1460	0.110171813	5906.608956	4899.759483
1461	0.1101108663	5902.927572	4896.61018
1462	0.1101099817	5901.697743	4896.011964
1463	0.110077942	5899.881841	4894.742756
1464	0.1100565826	5898.61799	4893.953751
1465	0.1098629705	5890.634589	4887.04857
1466	0.1098472719	5889.473157	4886.382572
1467	0.1097976782	5888.053048	4885.511191
1468	0.1097879488	5886.873207	4884.917138
1469	0.1097733426	5885.620435	4884.133025
1470	0.1096520897	5878.888457	4878.621289
1471	0.1096295187	5877.129184	4877.457949
1472	0.1096155648	5875.818434	4876.741401
1473	0.1096002766	5874.51079	4876.025778
1474	0.1095786987	5873.207531	4875.311423
1475	0.109469748	5868.267121	4871.356391
1476	0.1094155623	5866.001237	4869.234956
1477	0.1094064307	5864.716109	4868.523835
1478	0.1093948442	5863.476193	4867.930593
1479	0.1093202392	5857.691997	4863.059568
1480	0.1093085736	5856.506885	4862.472029
1481	0.1092920186	5855.208022	4861.673894
1482	0.1091997758	5849.30518	4856.664576
1483	0.1089657579	5842.332995	4850.52428
1484	0.1089390408	5837.410136	4847.045811
1485	0.1088161066	5833.004899	4843.903766
1486	0.1088033823	5831.727559	4843.106951
1487	0.1087894758	5830.593709	4842.574272
1488	0.1086117953	5825.013576	4838.101429
1489	0.1085508008	5820.242888	4834.495751
1490	0.1085323913	5818.816541	4833.755275
1491	0.1085014554	5816.254329	4831.607173
1492	0.1084283424	5813.787435	4828.980403
1493	0.1084138182	5812.515464	4828.276115
1494	0.1083657925	5809.361863	4825.497062
1495	0.1083560783	5808.176814	4824.861291
1496	0.1083415524	5806.894687	4824.160927
1497	0.1083245048	5805.616223	4823.45942
1498	0.1083125929	5804.361485	4822.760548
1499	0.1082912056	5802.72035	4821.683241
1500	0.1082617291	5800.895524	4820.289692
1501	0.1082474994	5799.795382	4819.82226
1502	0.1082217495	5798.059377	4818.589713
1503	0.1079748221	5790.303501	4811.692301
1504	0.1078604389	5783.513957	4805.371116
1505	0.1078416076	5781.806138	4804.212634
1506	0.1076651597	5775.384202	4798.719499
1507	0.1076501359	5774.11188	4798.019779
1508	0.1076391378	5773.015412	4797.408523
1509	0.1075683194	5767.398838	4792.878953
1510	0.1075364697	5765.609125	4791.41905
1511	0.10744582	5761.334803	4787.187203
1512	0.1073779545	5757.485552	4783.720581
1513	0.1073647053	5756.243263	4782.941244
1514	0.1072988255	5753.02616	4780.170602
1515	0.1072703395	5751.371882	4778.969988
1516	0.1071627231	5744.366096	4772.629075
1517	0.1071461087	5743.122809	4771.937661
1518	0.1071102216	5741.247789	4770.332899
1519	0.1070969028	5740.02614	4769.752604
1520	0.1070377197	5737.405073	4767.286895
1521	0.1070234697	5735.865767	4766.292137
1522	0.1070268874	5734.705906	4765.721218
1523	0.1070194498	5733.657486	4765.319736
1524	0.1069433656	5727.940991	4761.048801
1525	0.1068681663	5721.661421	4756.442623
1526	0.1067615045	5715.336622	4750.966664
1527	0.1067064095	5712.220959	4748.198898
1528	0.106692315	5711.00577	4747.617497
1529	0.106663492	5709.307113	4746.412731
1530	0.1066446037	5708.097768	4745.832644
1531	0.1066357446	5706.915164	4745.262641
1532	0.1066171207	5705.712913	4744.683729
1533	0.1065605207	5703.185882	4742.389912
1534	0.1065491771	5702.054163	4741.821134
1535	0.1065357532	5700.926771	4741.344304
1536	0.1064513509	5694.584859	4736.140368
1537	0.1064530339	5693.438349	4735.574789
1538	0.1064327169	5692.202469	4734.890057
1539	0.1063465332	5685.396183	4729.347078
1540	0.1061743605	5678.834725	4723.726863
1541	0.1060745429	5674.655614	4719.718338
1542	0.1059007982	5668.618996	4714.677006
1543	0.1058008958	5661.604471	4708.693455
1544	0.1057853644	5660.366338	4708.010032
1545	0.1057694997	5659.203183	4707.430862
1546	0.1057058892	5655.22086	4704.558279
1547	0.1056758843	5653.347534	4703.051004
1548	0.1055874288	5648.717152	4698.745889
1549	0.1055698753	5647.51246	4698.072545
1550	0.1055527229	5646.287788	4697.393693
1551	0.1055380722	5645.066436	4696.715824
1552	0.1055212747	5643.955723	4696.154933
1553	0.105393876	5635.116483	4689.090427
1554	0.1053638694	5633.448311	4687.902691
1555	0.1053499263	5632.272635	4687.329313
1556	0.1053081162	5630.50449	4685.876764
1557	0.1052955487	5629.333809	4685.304481
1558	0.1051946119	5623.367272	4680.034044
1559	0.1051940313	5622.220182	4679.47178
1560	0.1051500495	5620.308554	4677.748291
1561	0.1051063685	5617.192678	4675.181085
1562	0.1049848134	5609.318093	4668.041731
1563	0.104965066	5608.104465	4667.359817
1564	0.1049440321	5606.895998	4666.679502
1565	0.1048324489	5599.207714	4660.450572
1566	0.1047620611	5595.204433	4657.470864
1567	0.1047470258	5593.995567	4656.791277
1568	0.104727489	5592.895529	4656.229513
1569	0.1047168018	5591.820518	4655.773846
1570	0.1047003329	5590.664506	4655.187139
1571	0.1046760332	5589.144662	4654.177231
1572	0.1046196407	5587.175356	4652.0688
1573	0.1045192197	5580.836394	4646.814693
1574	0.1044004569	5574.829583	4641.847792
1575	0.1043884669	5573.677339	4641.278588
1576	0.104356958	5572.148548	4640.119248
1577	0.1042552848	5568.179418	4635.929534
1578	0.1042627879	5567.134754	4635.446701
1579	0.1042506219	5565.986354	4634.878535
1580	0.104171321	5561.882777	4631.585288
1581	0.1041728186	5560.750919	4631.031457
1582	0.1041604563	5559.563152	4630.364252
1583	0.1040684534	5554.599795	4626.670192
1584	0.1040565047	5553.555503	4626.205837
1585	0.1040441311	5552.370634	4625.536253
1586	0.104027533	5551.211407	4624.885597
1587	0.1040027558	5549.593489	4623.728207
1588	0.103842068	5544.185362	4618.793066
1589	0.1038314552	5543.005066	4618.125266
1590	0.1037149349	5535.416074	4611.400321
1591	0.1036030785	5531.152826	4607.49885
1592	0.1035222014	5526.035839	4603.01778
1593	0.1034407049	5518.865014	4597.180426
1594	0.1032499154	5511.599622	4590.935341
1595	0.1032399742	5510.558985	4590.491
1596	0.1032243494	5509.386689	4589.908756
1597	0.1030476152	5503.421869	4584.601487
1598	0.1030327463	5502.25055	4583.938981
1599	0.1029472583	5498.122369	4579.651771
1600	0.1029368694	5497.079931	4579.213859
1601	0.102902901	5494.671313	4576.862353
1602	0.1028913368	5493.550798	4576.308996
1603	0.1028365287	5491.624842	4574.414314
1604	0.1028212358	5490.639623	4573.982515
1605	0.1027960414	5489.150713	4572.979817
1606	0.1027518191	5486.32182	4570.445445
1607	0.1027357615	5485.159799	4569.789901
1608	0.1027010261	5483.29205	4568.365328
1609	0.1026927717	5482.152266	4567.722005
1610	0.1026064115	5476.59287	4563.489105
1611	0.1025830592	5474.327179	4561.921193
1612	0.1025627851	5473.166491	4561.27051
1613	0.1025488333	5472.007997	4560.620506
1614	0.1025333376	5470.873755	4559.977438
1615	0.1025201742	5469.764823	4559.431417
1616	0.1024052297	5463.508044	4554.418745
1617	0.1023442237	5460.103509	4551.169879
1618	0.102331186	5458.949691	4550.525512
1619	0.1023094255	5457.431816	4549.475606
1620	0.1022816456	5455.848974	4548.342008
1621	0.1022708272	5454.824295	4547.853979
1622	0.1022581401	5453.675489	4547.211218
1623	0.1021690707	5447.459391	4542.360407
1624	0.1021098773	5442.780649	4538.481267
1625	0.102091786	5441.632613	4537.839555
1626	0.1020795763	5440.444906	4537.095983
1627	0.1019879976	5435.044812	4533.134882
1628	0.1019195606	5430.575831	4528.742841
1629	0.1019122802	5429.519174	4528.160936
1630	0.1018988947	5428.379356	4527.522392
1631	0.1018779768	5427.202849	4526.873417
1632	0.1017629085	5420.672991	4521.550495
1633	0.1016844494	5413.881526	4515.932974
1634	0.101670044	5412.744197	4515.295909
1635	0.1016567257	5411.609513	4514.659635
1636	0.1016203627	5408.961217	4512.856236
1637	0.1016064584	5407.829505	4512.221059
1638	0.1015767097	5406.182706	4510.944624
1639	0.1015736103	5404.764705	4510.065417
1640	0.1015774817	5403.696147	4509.537227
1641	0.1015259581	5401.38565	4507.418747
1642	0.101511788	5400.258795	4506.785321
1643	0.1014864922	5398.545938	4505.34923
1644	0.1014505604	5395.561922	4503.211849
1645	0.1013147434	5391.980537	4499.624689
1646	0.1013032242	5390.899908	4499.093309
1647	0.1012880025	5389.730375	4498.357933
1648	0.1012730256	5388.610369	4497.727028
1649	0.1012455558	5387.09698	4496.541499
1650	0.1012135775	5385.562103	4495.2235
1651	0.1011980978	5384.427347	4494.577761
1652	0.1011671232	5383.231926	4493.766279
1653	0.1009428455	5376.53833	4487.20665
1654	0.1008682771	5371.02285	4483.391534
1655	0.1007435165	5364.126398	4478.114895
1656	0.100651098	5357.322949	4472.877366
1657	0.1006289656	5355.87928	4471.862829
1658	0.100619457	5354.773261	4471.232571
1659	0.1005294278	5351.343065	4467.515279
1660	0.1004626197	5348.353185	4464.702797
1661	0.1004660013	5347.268342	4464.183442
1662	0.1004548966	5346.153088	4463.556817
1663	0.1004309643	5344.626817	4462.443908
1664	0.1004241896	5343.668645	4461.979607
1665	0.1004264392	5342.593271	4461.462385
1666	0.1003917561	5340.951408	4460.101866
1667	0.1003850326	5339.9479	4459.581474
1668	0.1003738909	5338.860047	4458.957612
1669	0.1003246913	5335.816909	4456.30925
1670	0.1002644909	5333.510357	4453.752451
1671	0.100070417	5327.443116	4447.660604
1672	0.1000580095	5326.33148	4447.036251
1673	0.1000438409	5325.224035	4446.407907
1674	0.0999978921	5322.349044	4444.244428
1675	0.09998303362	5321.244222	4443.622261
1676	0.09981000567	5315.435733	4438.195105
1677	0.09972039742	5311.875376	4434.414645
1678	0.09971136517	5310.789015	4433.792859
1679	0.09964699168	5306.984159	4430.956701
1680	0.09962173856	5304.80765	4429.2604
1681	0.09960908593	5303.70411	4428.639643
1682	0.09950818121	5296.722009	4422.725755
1683	0.09949718534	5295.700543	4422.213092
1684	0.09941671123	5290.280071	4418.007133
1685	0.09939027497	5288.776698	4416.919131
1686	0.09937869982	5287.718452	4416.398823
1687	0.09932487638	5282.671548	4411.567998
1688	0.09931200654	5281.617517	4411.048845
1689	0.099267885	5279.497266	4409.059401
1690	0.09925844022	5278.467583	4408.544235
1691	0.09924157408	5277.377483	4407.928815
1692	0.09922849933	5276.277902	4407.272851
1693	0.09918514815	5274.03839	4405.416621
1694	0.09917259132	5273.035242	4404.994982
1695	0.09914115387	5270.540902	4403.215526
1696	0.09912870018	5269.534688	4402.706582
1697	0.09909905644	5267.960566	4401.37514
1698	0.0990465066	5265.190156	4398.99129
1699	0.09903490717	5264.103334	4398.377547
1700	0.0990180537	5263.017973	4397.764238
1701	0.09897509004	5261.35569	4396.345509
1702	0.09890436793	5257.9354	4393.058756
1703	0.09887649332	5256.377164	4391.834629
1704	0.09886323893	5255.379444	4391.414005
1705	0.09876413737	5248.591708	4385.607181
1706	0.09875377604	5247.583824	4385.100008
1707	0.09874267255	5246.501009	4384.488356
1708	0.09860939701	5240.950386	4379.91105
1709	0.0986105325	5239.856061	4379.397237
1710	0.09843999261	5234.411293	4374.615656
1711	0.09841280587	5232.944992	4373.534826
1712	0.0984043404	5231.928769	4373.024755
1713	0.09840130588	5231.012079	4372.572302
1714	0.09838431925	5229.595168	4371.581366
1715	0.09837007376	5228.478195	4370.944083
1716	0.09835808441	5227.404151	4370.335948
1717	0.09834656149	5226.377014	4369.825013
1718	0.09829556914	5224.564594	4368.073124
1719	0.09828514486	5223.492995	4367.465735
1720	0.09825644311	5221.392953	4366.011431
1721	0.0982406186	5220.285355	4365.393903
1722	0.09822470948	5219.216054	4364.787387
1723	0.09820840312	5218.048803	4364.057191
1724	0.0981964825	5216.999684	4363.451221
1725	0.09813895639	5215.051871	4361.456722
1726	0.09812486218	5213.995117	4360.93456
1727	0.09811709345	5212.947885	4360.329207
1728	0.0981051266	5211.883931	4359.724444
1729	0.09804404361	5208.531377	4356.920945
1730	0.09803181085	5207.467943	4356.316636
1731	0.09788814324	5201.215847	4350.503965
1732	0.09788169314	5199.808678	4349.602776
1733	0.09779717168	5194.946101	4345.160962
1734	0.09778648436	5193.927375	4344.653681
1735	0.09777660827	5192.912822	4344.147249
1736	0.0977326533	5190.104792	4341.786531
1737	0.0977179602	5188.798163	4340.94681
1738	0.09769887183	5187.372473	4339.894172
1739	0.09760025003	5181.845769	4334.966206
1740	0.0974537886	5177.239657	4330.951042
1741	0.09736354957	5171.164586	4325.936366
1742	0.09734564727	5169.71435	4324.8503
1743	0.09733233631	5168.651	4324.248544
1744	0.09719443459	5163.865695	4320.350103
1745	0.09717649384	5162.806017	4319.749751
1746	0.09715196429	5160.738668	4318.097397
1747	0.09714254552	5159.774878	4317.598114
1748	0.09713480844	5158.784934	4317.097839
1749	0.09695088962	5153.13793	4311.313851
1750	0.0969371254	5152.086407	4310.716593
1751	0.09678897217	5145.663783	4305.037779
1752	0.09676513796	5144.008678	4303.887556
1753	0.09673974816	5142.506638	4302.391784
1754	0.09668238234	5140.585931	4300.215729
1755	0.09662853957	5137.719953	4297.752889
1756	0.09662172142	5136.769363	4297.351864
1757	0.09661216251	5135.757532	4296.851186
1758	0.09659923589	5134.710354	4296.256145
1759	0.09658897576	5133.785099	4295.861406
1760	0.09651638826	5129.359929	4292.156337
1761	0.09650941457	5128.418394	4291.757049
1762	0.09649470913	5127.376402	4291.163846
1763	0.09645778123	5124.700915	4289.402707
1764	0.09644255139	5123.480381	4288.573926
1765	0.09632476317	5115.673094	4281.917706
1766	0.09627519808	5113.163783	4279.565024
1767	0.09626327794	5112.119517	4278.97222
1768	0.09621428761	5110.75653	4277.81402
1769	0.09620394299	5109.715789	4277.22239
1770	0.09619178805	5108.724546	4276.725913
1771	0.09612442177	5105.24584	4273.319854
1772	0.09609657538	5103.678953	4271.844076
1773	0.09593662985	5098.223377	4266.901765
1774	0.09592679434	5097.185677	4266.311845
1775	0.0959145295	5096.151138	4265.72284
1776	0.09590251586	5095.11884	4265.134499
1777	0.0958210183	5090.609133	4260.934173
1778	0.09573752506	5085.681981	4256.52812
1779	0.0957178746	5084.317476	4255.568979
1780	0.09565228198	5080.282902	4252.293494
1781	0.09560865883	5076.775399	4249.844032
1782	0.09559452761	5075.759881	4249.256387
1783	0.09558812351	5074.804785	4248.721942
1784	0.09556508195	5073.315347	4247.62635
1785	0.09552752045	5071.833446	4246.33375
1786	0.09551544237	5070.850347	4245.841084
1787	0.09550347822	5069.485386	4244.866526
1788	0.09549347805	5068.53567	4244.381891
1789	0.09546422961	5067.350064	4243.235704
1790	0.09540185029	5064.19334	4240.065204
1791	0.09537437663	5062.838264	4238.95231
1792	0.09522328642	5054.521425	4231.448293
1793	0.09519620642	5052.957481	4230.421424
1794	0.09516784004	5050.965189	4228.802548
1795	0.09512731298	5047.845773	4226.179639
1796	0.09509327119	5046.330225	4224.630501
1797	0.09508433667	5045.316187	4224.045595
1798	0.09506636118	5043.854242	4222.968276
1799	0.09503317721	5040.243306	4220.251725
1800	0.09496958943	5037.261731	4217.482716
1801	0.09494929278	5035.93595	4216.494732
1802	0.09492408223	5034.52527	4215.38154
1803	0.09482717157	5028.478648	4210.209182
1804	0.09481729135	5027.465949	4209.625911
1805	0.09480425723	5026.571598	4209.22964
1806	0.09478992771	5025.5068	4208.741565
1807	0.09469805532	5020.797069	4204.257907
1808	0.09468644739	5019.774128	4203.677187
1809	0.09465411267	5018.359524	4202.432705
1810	0.09464366767	5017.38682	4201.945494
1811	0.0946294885	5016.196096	4201.156369
1812	0.0944687206	5011.037698	4196.363357
1813	0.09445671755	5010.018357	4195.784067
1814	0.09440370423	5008.130273	4193.558391
1815	0.09436874501	5005.906497	4191.63418
1816	0.09431513731	5003.042599	4189.183194
1817	0.09430752386	5002.129913	4188.795086
1818	0.09429572079	5001.165824	4188.310365
1819	0.09428182382	5000.154418	4187.733824
1820	0.09427295961	4999.160987	4187.157415
1821	0.09411988263	4993.764372	4182.600234
1822	0.09409786533	4991.260373	4180.708138
1823	0.09408658826	4990.25124	4180.132837
1824	0.0939686873	4984.333986	4174.207781
1825	0.09379825938	4977.622238	4168.249205
1826	0.09372670415	4972.862754	4164.172851
1827	0.09371657482	4971.919262	4163.693412
1828	0.09370724624	4970.979562	4163.214782
1829	0.09369849699	4970.042369	4162.736594
1830	0.09369012953	4969.108105	4162.258994
1831	0.09367820218	4968.109538	4161.688115
1832	0.09346081533	4958.133504	4152.640566
1833	0.09345219827	4957.22159	4152.252756
1834	0.09329981498	4952.464411	4148.057334
1835	0.09327635359	4951.047604	4146.930763
1836	0.09319257735	4946.743629	4143.155457
1837	0.09315775842	4945.151784	4141.59355
1838	0.09313885435	4943.969292	4140.666964
1839	0.09309564549	4941.516043	4138.491389
1840	0.09305127783	4938.658613	4136.740979
1841	0.09285506031	4933.174935	4131.559067
1842	0.09272097661	4927.618339	4126.640009
1843	0.09271232926	4926.633925	4126.069602
1844	0.09264836317	4922.507189	4122.43795
1845	0.09263830902	4921.508879	4121.873653
1846	0.09261839976	4920.190679	4120.836377
1847	0.09255756736	4915.950017	4117.528757
1848	0.09237407497	4906.805926	4109.761842
1849	0.09235792496	4905.734792	4109.075135
1850	0.09234497903	4904.708664	4108.508662
1851	0.09233836557	4903.787358	4107.989584
1852	0.09232754009	4902.798357	4107.428821
1853	0.09226988977	4899.831725	4104.439222
1854	0.0921611233	4895.503522	4100.662096
1855	0.09195510374	4886.013615	4092.070687
1856	0.09193292301	4884.626237	4090.953617
1857	0.09178580277	4879.001049	4085.510665
1858	0.09163343246	4873.678492	4080.468576
1859	0.0916294838	4872.811799	4080.090154
1860	0.09160396845	4871.427311	4078.989828
1861	0.09154256977	4868.202881	4075.901762
1862	0.09153324815	4867.265524	4075.430171
1863	0.09152321511	4866.276086	4074.871792
1864	0.09132047081	4857.021494	4066.419914
1865	0.09126339114	4854.111176	4063.751526
1866	0.09125295834	4853.163686	4063.288812
1867	0.09115126571	4847.450115	4058.712607
1868	0.09114104791	4846.508599	4058.250953
1869	0.09113385113	4845.65814	4057.874161
1870	0.09110790337	4844.511432	4056.894396
1871	0.09109801006	4843.548466	4056.333713
1872	0.09107729545	4842.296904	4055.513245
1873	0.09107134705	4841.377753	4055.045349
1874	0.09103863596	4838.898995	4053.050363
1875	0.09100796191	4836.761397	4051.440174
1876	0.09098918262	4835.376775	4050.416564
1877	0.09079070031	4826.292779	4042.150139
1878	0.09074199758	4822.385532	4038.87881
1879	0.09071596526	4821.09913	4037.769253
1880	0.09069912706	4820.302183	4037.178186
1881	0.09066656535	4818.955777	4035.873236
1882	0.09065893707	4818.109909	4035.498147
1883	0.09061782455	4815.885005	4033.112052
1884	0.0905725448	4811.931699	4030.179823
1885	0.0904937852	4808.317007	4026.921965
1886	0.0904877546	4807.473684	4026.547625
1887	0.09046729712	4806.077641	4025.378227
1888	0.09041846053	4804.317701	4023.360454
1889	0.0904036219	4803.146164	4022.469307
1890	0.09039304629	4802.250746	4022.021998
1891	0.0901998637	4793.331592	4014.033347
1892	0.09017611804	4792.00366	4012.841864
1893	0.08998519356	4783.249136	4004.954859
1894	0.08982207594	4776.939023	3999.911927
1895	0.08981197575	4775.961874	3999.366403
1896	0.08980178114	4775.034651	3998.911719
1897	0.08975670989	4772.916418	3996.634255
1898	0.08975004586	4772.057528	3996.263655
1899	0.08967851182	4767.049872	3992.371121
1900	0.08962098387	4764.738368	3990.199368
1901	0.08961380581	4763.83086	3989.738469
1902	0.08954009549	4760.13818	3986.508774
1903	0.0895316937	4759.237637	3986.013949
1904	0.08952330814	4758.377101	3985.652491
1905	0.08951550241	4757.487243	3985.194532
1906	0.08949720275	4756.101635	3984.154102
1907	0.08943439049	4752.518834	3981.186459
1908	0.08934837093	4747.846388	3977.411069
1909	0.08929684966	4745.83581	3975.250848
1910	0.0892500252	4742.721829	3972.764577
1911	0.0891717204	4738.477276	3969.377417
1912	0.08914900897	4735.45652	3967.189539
1913	0.08914203704	4734.555806	3966.712701
1914	0.08912091978	4731.685788	3964.759147
1915	0.08911069367	4730.742142	3964.211237
1916	0.08909898272	4729.721384	3963.552148
1917	0.08910483783	4728.783981	3963.200291
1918	0.08907515439	4727.531526	3962.154034
1919	0.08906265113	4726.584665	3961.619508
1920	0.08905289752	4725.640211	3961.085577
1921	0.08894600074	4721.139497	3957.740814
1922	0.08875940675	4712.611029	3950.012144
1923	0.08875037204	4711.7224	3949.558224
1924	0.0886405038	4706.867085	3945.13555
1925	0.08860797904	4705.686962	3944.044318
1926	0.08859623914	4704.676999	3943.390267
1927	0.08858670796	4703.7379	3942.859202
1928	0.08857805325	4702.856586	3942.407347
1929	0.08851509538	4699.9428	3940.253447
1930	0.08844222504	4696.409584	3937.353394
1931	0.0884261071	4695.31859	3936.630239
1932	0.08841814641	4694.390951	3936.088698
1933	0.08840694004	4693.508926	3935.64703
1934	0.08839705209	4692.613833	3935.132613
1935	0.08838784289	4691.68229	3934.604227
1936	0.08838234391	4690.813563	3934.109752
1937	0.08835482194	4689.839468	3933.390872
1938	0.08834592056	4688.973706	3932.941411
1939	0.08831379066	4687.661162	3931.74667
1940	0.08816231928	4683.368698	3927.408856
1941	0.08815290609	4682.450571	3926.870737
1942	0.08814227554	4681.523693	3926.344303
1943	0.08813320325	4680.633789	3925.750856
1944	0.08808958976	4677.053336	3923.209139
1945	0.08806801774	4675.963638	3922.427747
1946	0.08805462695	4674.973455	3921.782243
1947	0.08803796219	4673.636624	3920.767512
1948	0.08802204655	4672.419746	3919.731127
1949	0.08794204169	4668.960934	3917.002521
1950	0.08777205823	4661.912201	3910.862042
1951	0.08778005706	4660.948772	3910.418497
1952	0.08768517252	4655.663375	3905.924973
